2026-04-21 08:17:43.681; System; Armoury Crate; 40248; 2] ----------------------------------------------------------------------------------------------------
2026-04-21 08:17:43.681; System; Armoury Crate; 40248; 2] [4/21/2026 8:17:43 AM]
2026-04-21 08:17:43.681; System; Armoury Crate; 40248; 2] Armoury Crate Version : 6.4.12.0
2026-04-21 08:17:43.681; System; Armoury Crate; 40248; 2] OS Version Build : 26200
2026-04-21 08:17:43.681; System; Armoury Crate; 40248; 2] ----------------------------------------------------------------------------------------------------
2026-04-21 08:17:44.110; Error; UwpDebugOptions; 40248; 1] (435)Failed to read ExceptionList.txt: Could not load file or assembly 'C:\Users\vrudi\AppData\Local\Packages\B9ECED6F.ArmouryCrate_qmba6cd70vzyy\LocalState\ExceptionList.txt'. The system cannot find the file specified.
2026-04-21 08:17:44.111; Info; UwpAppConfiguration; 40248; 1] (436)DebugProductLineEnabled: False, DebugProductLine: Unknown, DebugBrandLineEnabled: False, DebugBrandLine: Unknown, DebugFeatureSetEnabled: False, DebugFeatureSet: Any, DebugLogEnabled: False, DebugLogLevel: Info, IgnoreOnePackageFlow: False, IgnoredPlugins: 
2026-04-21 08:17:44.125; Info; DeviceInformationService; 40248; 1] (450)FeatureSet : Core, Playground, Assistants, Contents 、 ProductLine : NB 、 BrandLine : ROG 、 TUFStyle : Default 、 ModelName : G713QE 、 MarketingName : ROG Strix G713QE_G713QE 、 SystemSerialNumber : M5NRKD028966197 、 BaseBoardSerialNumber : 5T15MC00G1 、 SystemManufacturer : ASUSTeK COMPUTER INC. 、 BaseBoardManufacturer : ASUSTeK COMPUTER INC. 、 SystemDeviceUUID : d08228c3-b9b6-4ac8-be60-d883d3dd126d 、 SystemFamilyName : ROG Strix 、 SystemPartNumber : 90NR05F2-M01710 、 BIOSYear : 0 、 BIOSYearType : 0 、 PartnerBrand : None 、 HostDisplayName : G713QE
2026-04-21 08:17:44.132; Info; CoreServiceManager; 40248; 1] (457)Start FeatureSet : Core, Playground, Assistants, Contents 、 ProductLine : NB 、 BrandLine : ROG 、 TUFStyle : Default 、 ModelName : G713QE 、 MarketingName : ROG Strix G713QE_G713QE 、 SystemSerialNumber : M5NRKD028966197 、 BaseBoardSerialNumber : 5T15MC00G1 、 SystemManufacturer : ASUSTeK COMPUTER INC. 、 BaseBoardManufacturer : ASUSTeK COMPUTER INC. 、 SystemDeviceUUID : d08228c3-b9b6-4ac8-be60-d883d3dd126d 、 SystemFamilyName : ROG Strix 、 SystemPartNumber : 90NR05F2-M01710 、 BIOSYear : 0 、 BIOSYearType : 0 、 PartnerBrand : None 、 HostDisplayName : G713QE spend 12 ms
2026-04-21 08:17:44.167; Info; ConnectionHandler(Service); 40248; 5] (491)Final version: 1.1
2026-04-21 08:17:44.240; Info; ConnectionHandler(Service); 40248; 5] (565)Own Keep Alive segment: { 20000, 3 }, Other Keep Alive segment: { 20000, 3 }
2026-04-21 08:17:44.240; Info; ConnectionHandler(Service); 40248; 5] (565)connected for peer: Service
2026-04-21 08:17:44.244; Info; ConnectionHandler(UserSession); 40248; 8] (569)Final version: 1.1
2026-04-21 08:17:44.250; Info; AsusDeviceManager; 40248; 6] (575)MessageType:Device,DeviceType:Notebook,DeviceName:G713QE,DeviceId:, Attributes: (CheckBoxEnable:1)  (DependentAppStatus:0)  (DeviceCount:1)  (DeviceGUID:3F49AD29-52D9-46A5-A608-203D54E7D12A)  (DeviceIndex:0)  (DisplayName:G713QE)  (FirstPluginNeedUpdate:0)  (InfoIconEnable:0)  (LightingMode:SUPPORTAURA)  (LinkToDeviceEnable:0)  (LocalFrameworkVersion:4.2.4.8)  (LocalHtmlVersion:0)  (LocalMainSDKVersion:2.01.52)  (LocalSDKVersion:0)  (NeedRestart:false)  (PIDMode:0)  (PartNumber_90:90NR05F2-M01710)  (ProductLine:ROG_Laptop)  (ServerFrameworkVersion:4.2.4.13)  (ServerHtmlVersion:0)  (ServerMainSDKVersion:2.01.56)  (ServerSDKVersion:0)  (SupportCreator:true) 
2026-04-21 08:17:44.256; Info; ConnectionHandler(UserSession); 40248; 8] (581)Own Keep Alive segment: { 20000, 3 }, Other Keep Alive segment: { 20000, 3 }
2026-04-21 08:17:44.256; Info; CoreServiceManager; 40248; 1] (581)Start ArmouryCrate.Console.Uwp.Core.Services.CoreStreamService spend 125 ms
2026-04-21 08:17:44.256; Info; ConnectionHandler(UserSession); 40248; 8] (581)connected for peer: UserSession
2026-04-21 08:17:44.256; Info; CoreServiceManager; 40248; 1] (581)Start ArmouryCrate.Console.Uwp.Core.Services.SettingsService spend 0 ms
2026-04-21 08:17:44.256; Info; CoreServiceManager; 40248; 1] (581)Start ArmouryCrate.Console.Uwp.Core.Services.VisualService spend 0 ms
2026-04-21 08:17:44.256; Info; CoreServiceManager; 40248; 1] (581)Start ArmouryCrate.Console.Uwp.Core.Services.ROGIDService spend 0 ms
2026-04-21 08:17:44.257; Info; CoreServiceManager; 40248; 1] (582)Start ArmouryCrate.Console.Uwp.Core.Services.DataCollectionService spend 0 ms
2026-04-21 08:17:44.257; Info; CoreServiceManager; 40248; 1] (582)Start ArmouryCrate.Console.Uwp.Core.Services.PromotionService spend 0 ms
2026-04-21 08:17:44.258; Info; CoreServiceManager; 40248; 1] (583)Start ArmouryCrate.Console.Uwp.Core.Services.PrivacyPolicyService spend 1 ms
2026-04-21 08:17:44.261; Info; BackgroundTaskService; 40248; 1] (586)Skipping StartAsync because it's running in a background context.
2026-04-21 08:17:44.262; Info; CoreServiceManager; 40248; 1] (586)Start ArmouryCrate.Console.Uwp.Core.Services.BackgroundTaskService spend 4 ms
2026-04-21 08:17:44.262; Info; CoreServiceManager; 40248; 1] (586)Get theme from previous recrod => ROG
2026-04-21 08:17:44.262; Info; CoreServiceManager; 40248; 1] (586)GetTheme... ROG
2026-04-21 08:17:44.262; Info; App; 40248; 1] (586)DeveloperMode:NotSet
2026-04-21 08:17:44.268; Info; App; 40248; 1] (592)IsAdmin:True
2026-04-21 08:17:44.339; Info; Redemption; 40248; 1] (664)[AppService.DoPromotion(30)] Begin
2026-04-21 08:17:44.340; Info; Redemption; 40248; 1] (665)[AppService.InitPromotion(215)] ProductLine Value=NB, Status=True
2026-04-21 08:17:44.340; Info; Redemption; 40248; 1] (665)[AppService.InitPromotion(227)] Subbrand Value=ROG, Status=True
2026-04-21 08:17:44.340; Info; Redemption; 40248; 1] (665)[AppService.InitPromotion(242)] SystemManufacturer=ASUSTeK COMPUTER INC., Status=False
2026-04-21 08:17:44.341; Info; Redemption; 40248; 1] (666)[AppService.InitPromotion(259)] isAcceptablePL=True, isAcceptableSB=True, isAcceptableGamingDT=False, PrivacyPolicy=True, isGamingProduct=True, DeveloperModeEnabled=False
2026-04-21 08:17:44.341; Info; Redemption; 40248; 1] (666)[AppService.InitPromotion(278)] RedeemEntry: PN=Routine, SN=M5NRKD028966197, API=AdobeEvent, Source=Background
2026-04-21 08:17:44.360; Info; ROGID; 40248; 1] (684)[ROGID.ROGIDService.SSO]SSO Module Init Status : True
2026-04-21 08:17:44.687; Critical; Redemption; 40248; 9] (1012)[CountryCode.GetCountryCode(86)] GetCountryCode: NL
2026-04-21 08:17:44.688; Info; Redemption; 40248; 9] (1012)[PromotionTask.PollingTimerUpdate(629)] PollingTimerUpdate: PollingTimer=604800000, Weeks=8, RequestCounter=3, Trigger=Background
2026-04-21 08:17:44.688; Info; Redemption; 40248; 9] (1012)[PromotionTask.DoPromotionAppServiceTask(347)] DoPromotionAppServiceTask - TimeChecker(Before) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:16:22 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:44 AM)
2026-04-21 08:17:44.688; Info; Redemption; 40248; 9] (1012)[PromotionTask.DoPromotionAppServiceTask(359)] DoPromotionAppServiceTask - TimeChecker(After) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:16:22 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:44 AM)
2026-04-21 08:17:44.693; Info; Redemption; 40248; 7] (1018)[PromotionTask.DoPromotionAppServiceTask(463)] DoPromotionAppServiceTask - Leave. NeedRetry: False, LastPollingTime: 4/15/2026 4:16:22 PM
2026-04-21 08:17:44.693; Info; Redemption; 40248; 1] (1018)[AppService.DoPromotion(58)] True
2026-04-21 08:17:44.693; Info; Redemption; 40248; 1] (1018)[AppService.DoPromotion(79)] End
2026-04-21 08:17:45.251; Info; Redemption; 40248; 2] (1576)[AppService.DoPromotion(30)] Begin
2026-04-21 08:17:45.252; Info; Redemption; 40248; 2] (1577)[AppService.InitPromotion(215)] ProductLine Value=NB, Status=True
2026-04-21 08:17:45.252; Info; Redemption; 40248; 2] (1577)[AppService.InitPromotion(227)] Subbrand Value=ROG, Status=True
2026-04-21 08:17:45.252; Info; Redemption; 40248; 2] (1577)[AppService.InitPromotion(242)] SystemManufacturer=ASUSTeK COMPUTER INC., Status=False
2026-04-21 08:17:45.252; Info; Redemption; 40248; 2] (1577)[AppService.InitPromotion(259)] isAcceptablePL=True, isAcceptableSB=True, isAcceptableGamingDT=False, PrivacyPolicy=True, isGamingProduct=True, DeveloperModeEnabled=False
2026-04-21 08:17:45.252; Info; Redemption; 40248; 2] (1577)[AppService.InitPromotion(278)] RedeemEntry: PN=Routine, SN=M5NRKD028966197, API=NormalEvent, Source=Background
2026-04-21 08:17:45.318; Critical; Redemption; 40248; 12] (1643)[CountryCode.GetCountryCode(86)] GetCountryCode: NL
2026-04-21 08:17:45.318; Info; Redemption; 40248; 12] (1643)[PromotionTask.PollingTimerUpdate(629)] PollingTimerUpdate: PollingTimer=604800000, Weeks=8, RequestCounter=3, Trigger=Background
2026-04-21 08:17:45.319; Info; Redemption; 40248; 12] (1643)[PromotionTask.DoPromotionAppServiceTask(347)] DoPromotionAppServiceTask - TimeChecker(Before) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:17:03 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:45 AM)
2026-04-21 08:17:45.319; Info; Redemption; 40248; 12] (1643)[PromotionTask.DoPromotionAppServiceTask(359)] DoPromotionAppServiceTask - TimeChecker(After) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:17:03 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:45 AM)
2026-04-21 08:17:45.324; Info; Redemption; 40248; 14] (1648)[PromotionTask.DoPromotionAppServiceTask(463)] DoPromotionAppServiceTask - Leave. NeedRetry: False, LastPollingTime: 4/15/2026 4:17:03 PM
2026-04-21 08:17:45.324; Info; Redemption; 40248; 2] (1648)[AppService.DoPromotion(58)] True
2026-04-21 08:17:45.324; Info; Redemption; 40248; 2] (1648)[AppService.DoPromotion(79)] End
2026-04-21 08:17:45.360; Info; Redemption; 40248; 13] (1685)[AppService.DoPromotion(30)] Begin
2026-04-21 08:17:45.360; Info; Redemption; 40248; 13] (1685)[AppService.InitPromotion(215)] ProductLine Value=NB, Status=True
2026-04-21 08:17:45.360; Info; Redemption; 40248; 13] (1685)[AppService.InitPromotion(227)] Subbrand Value=ROG, Status=True
2026-04-21 08:17:45.360; Info; Redemption; 40248; 13] (1685)[AppService.InitPromotion(242)] SystemManufacturer=ASUSTeK COMPUTER INC., Status=False
2026-04-21 08:17:45.360; Info; Redemption; 40248; 13] (1685)[AppService.InitPromotion(259)] isAcceptablePL=True, isAcceptableSB=True, isAcceptableGamingDT=False, PrivacyPolicy=True, isGamingProduct=True, DeveloperModeEnabled=False
2026-04-21 08:17:45.360; Info; Redemption; 40248; 13] (1685)[AppService.InitPromotion(278)] RedeemEntry: PN=Routine, SN=M5NRKD028966197, API=AdobeEvent, Source=Background
2026-04-21 08:17:45.429; Critical; Redemption; 40248; 16] (1754)[CountryCode.GetCountryCode(86)] GetCountryCode: NL
2026-04-21 08:17:45.429; Info; Redemption; 40248; 16] (1754)[PromotionTask.PollingTimerUpdate(629)] PollingTimerUpdate: PollingTimer=604800000, Weeks=8, RequestCounter=3, Trigger=Background
2026-04-21 08:17:45.429; Info; Redemption; 40248; 16] (1754)[PromotionTask.DoPromotionAppServiceTask(347)] DoPromotionAppServiceTask - TimeChecker(Before) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:16:22 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:45 AM)
2026-04-21 08:17:45.429; Info; Redemption; 40248; 16] (1754)[PromotionTask.DoPromotionAppServiceTask(359)] DoPromotionAppServiceTask - TimeChecker(After) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:16:22 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:45 AM)
2026-04-21 08:17:45.434; Info; Redemption; 40248; 12] (1759)[PromotionTask.DoPromotionAppServiceTask(463)] DoPromotionAppServiceTask - Leave. NeedRetry: False, LastPollingTime: 4/15/2026 4:16:22 PM
2026-04-21 08:17:45.434; Info; Redemption; 40248; 13] (1759)[AppService.DoPromotion(58)] True
2026-04-21 08:17:45.434; Info; Redemption; 40248; 13] (1759)[AppService.DoPromotion(79)] End
2026-04-21 08:17:45.663; Info; Redemption; 40248; 18] (1987)[AppService.DoPromotion(30)] Begin
2026-04-21 08:17:45.663; Info; Redemption; 40248; 18] (1988)[AppService.InitPromotion(215)] ProductLine Value=NB, Status=True
2026-04-21 08:17:45.663; Info; Redemption; 40248; 18] (1988)[AppService.InitPromotion(227)] Subbrand Value=ROG, Status=True
2026-04-21 08:17:45.663; Info; Redemption; 40248; 18] (1988)[AppService.InitPromotion(242)] SystemManufacturer=ASUSTeK COMPUTER INC., Status=False
2026-04-21 08:17:45.663; Info; Redemption; 40248; 18] (1988)[AppService.InitPromotion(259)] isAcceptablePL=True, isAcceptableSB=True, isAcceptableGamingDT=False, PrivacyPolicy=True, isGamingProduct=True, DeveloperModeEnabled=False
2026-04-21 08:17:45.663; Info; Redemption; 40248; 18] (1988)[AppService.InitPromotion(278)] RedeemEntry: PN=Routine, SN=M5NRKD028966197, API=NormalEvent, Source=Background
2026-04-21 08:17:45.732; Critical; Redemption; 40248; 10] (2057)[CountryCode.GetCountryCode(86)] GetCountryCode: NL
2026-04-21 08:17:45.732; Info; Redemption; 40248; 10] (2057)[PromotionTask.PollingTimerUpdate(629)] PollingTimerUpdate: PollingTimer=604800000, Weeks=8, RequestCounter=3, Trigger=Background
2026-04-21 08:17:45.732; Info; Redemption; 40248; 10] (2057)[PromotionTask.DoPromotionAppServiceTask(347)] DoPromotionAppServiceTask - TimeChecker(Before) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:17:03 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:45 AM)
2026-04-21 08:17:45.732; Info; Redemption; 40248; 10] (2057)[PromotionTask.DoPromotionAppServiceTask(359)] DoPromotionAppServiceTask - TimeChecker(After) (LastServerPolling, ErrorRetryTimeOut, Now)=(4/15/2026 4:17:03 PM, 1/1/0001 3:00:00 AM, 4/21/2026 8:17:45 AM)
2026-04-21 08:17:45.737; Info; Redemption; 40248; 7] (2062)[PromotionTask.DoPromotionAppServiceTask(463)] DoPromotionAppServiceTask - Leave. NeedRetry: False, LastPollingTime: 4/15/2026 4:17:03 PM
2026-04-21 08:17:45.737; Info; Redemption; 40248; 18] (2062)[AppService.DoPromotion(58)] True
2026-04-21 08:17:45.737; Info; Redemption; 40248; 18] (2062)[AppService.DoPromotion(79)] End
2026-04-21 08:28:47.249; System; Armoury Crate; 28876; 2] ----------------------------------------------------------------------------------------------------
2026-04-21 08:28:47.249; System; Armoury Crate; 28876; 2] [4/21/2026 8:28:47 AM]
2026-04-21 08:28:47.249; System; Armoury Crate; 28876; 2] Armoury Crate Version : 6.4.12.0
2026-04-21 08:28:47.249; System; Armoury Crate; 28876; 2] OS Version Build : 26200
2026-04-21 08:28:47.249; System; Armoury Crate; 28876; 2] ----------------------------------------------------------------------------------------------------
2026-04-21 08:28:48.095; Error; UwpDebugOptions; 28876; 1] (851)Failed to read ExceptionList.txt: Could not load file or assembly 'C:\Users\vrudi\AppData\Local\Packages\B9ECED6F.ArmouryCrate_qmba6cd70vzyy\LocalState\ExceptionList.txt'. The system cannot find the file specified.
2026-04-21 08:28:48.097; Info; UwpAppConfiguration; 28876; 1] (853)DebugProductLineEnabled: False, DebugProductLine: Unknown, DebugBrandLineEnabled: False, DebugBrandLine: Unknown, DebugFeatureSetEnabled: False, DebugFeatureSet: Any, DebugLogEnabled: False, DebugLogLevel: Info, IgnoreOnePackageFlow: False, IgnoredPlugins: 
